Common_Name,Symbol,Scientific_Name_x,Scientific_Name_y,Species,Category,Family,Family_Common_Name,xOrder,SubClass,Class,SubDivision,Division,SuperDivision,SubKingdom,Kingdom,Duration,Growth_Habit,Growth_Rate,Height_Mature_feet,Lifespan,Toxicity,Temperature_Minimum_F,Bloom_Period,Fruit_Seed_Period_Begin,Fruit_Seed_Period_End,Fruit_Seed_Abundance
cabbagebark tree,ANIN,Andira inermis (W. Wright) Kunth ex DC.,Andira inermis,inermis,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,90,Long,Moderate,32,Summer,Summer,Fall,Low
rush pussytoes,ANLU2,Antennaria luzuloides Torr. & A. Gray,Antennaria luzuloides,luzuloides,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Slow,2.0,Long,None,-33,Late Spring,Spring,Summer,Medium
western pearly everlasting,ANMA,Anaphalis margaritacea (L.) Benth.,Anaphalis margaritacea,margaritacea,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,3.0,Short,None,-43,Early Summer,Summer,Fall,High
Pacific anemone,ANMU,Anemone multifida Poir.,Anemone multifida,multifida,Dicot,Ranunculaceae,Buttercup family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,2.0,Short,None,-23,Early Summer,Summer,Fall,High
splitbeard bluestem,ANTE2,Andropogon ternarius Michx.,Andropogon ternarius,ternarius,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.9,Moderate,None,-18,Late Summer,Summer,Fall,Medium
Thurber's desert honeysuckle,ANTH2,Anisacanthus thurberi (Torr.) A. Gray,Anisacanthus thurberi,thurberi,Dicot,Acanthaceae,Acanthus family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,4.5,Long,None,-3,Mid Spring,Summer,Fall,Medium
broomsedge bluestem,ANVI2,Andropogon virginicus L.,Andropogon virginicus,virginicus,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Slow,3.0,Moderate,None,-18,Late Spring,Summer,Summer,Low
groundnut,APAM,Apios americana Medik.,Apios americana,americana,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Vine, Forb/herb",Rapid,1.0,Moderate,None,-23,Late Spring,Summer,Summer,Medium
western columbine,AQFO,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa,formosa,Dicot,Ranunculaceae,Buttercup family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,3.0,Short,None,-23,Spring,Summer,Fall,High
clasping arnica,ARAM2,Arnica amplexicaulis Nutt.,Arnica amplexicaulis,amplexicaulis,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Short,None,-23,Summer,Summer,Summer,Medium
silverweed cinquefoil,ARAN7,Argentina anserina (L.) Rydb.,Argentina anserina,anserina,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,0.5,Short,None,-23,Spring,Summer,Fall,High
Arizona threeawn,ARAR6,Aristida arizonica Vasey,Aristida arizonica,arizonica,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,2.0,Moderate,None,-3,Mid Summer,Summer,Summer,Medium
little sagebrush,ARAR8,Artemisia arbuscula Nutt.,Artemisia arbuscula,arbuscula,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,2.0,Long,None,-43,Late Summer,Summer,Fall,High
silver sagebrush,ARCA13,Artemisia cana Pursh,Artemisia cana,cana,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,5.0,Long,None,-43,Late Summer,Summer,Fall,High
Chamisso arnica,ARCH3,Arnica chamissonis Less.,Arnica chamissonis,chamissonis,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Short,None,-33,Early Summer,Summer,Summer,Medium
hairy manzanita,ARCO3,Arctostaphylos columbiana Piper,Arctostaphylos columbiana,columbiana,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,6.0,Moderate,None,7,Early Spring,Summer,Fall,Low
heartleaf arnica,ARCO9,Arnica cordifolia Hook.,Arnica cordifolia,cordifolia,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,1.5,Short,None,-28,Late Spring,Summer,Fall,High
spreadingpod rockcress,ARDI2,Arabis ×divaricarpa A. Nelson (pro sp.),Arabis ×divaricarpa,divaricarpa,Dicot,Brassicaceae,Mustard family,Capparales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Biennial, Perennial",Forb/herb,Rapid,3.0,Short,None,-28,Late Spring,Summer,Summer,High
poverty threeawn,ARDI5,Aristida divaricata Humb. & Bonpl. ex Willd.,Aristida divaricata,divaricata,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Slow,1.3,Moderate,None,-8,Late Spring,Spring,Summer,Medium
giant reed,ARDO4,Arundo donax L.,Arundo donax,donax,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub, Graminoid",Rapid,9.0,Moderate,None,7,Late Spring,,,
tall oatgrass,AREL3,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl,Arrhenatherum elatius,elatius,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,4.0,Moderate,None,-38,Early Summer,Spring,Summer,High
prairie sagewort,ARFR4,Artemisia frigida Willd.,Artemisia frigida,frigida,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,2.0,Short,None,-43,Summer,Summer,Fall,High
foothill arnica,ARFU3,Arnica fulgens Pursh,Arnica fulgens,fulgens,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,None,-28,Mid Spring,Spring,Summer,Medium
forked wormwood,ARFUH,Artemisia furcata M. Bieb. var. heterophylla (Besser) Hultén,Artemisia furcata var. heterophylla,furcata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Slow,4.0,Moderate,None,-18,Mid Spring,Summer,Fall,Medium
giant cane,ARGI,Arundinaria gigantea (Walter) Muhl.,Arundinaria gigantea,gigantea,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub, Graminoid",Rapid,25,Long,None,-23,,,,
wideleaf polargrass,ARLA2,Arctagrostis latifolia (R. Br.) Griseb.,Arctagrostis latifolia,latifolia,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Slow,1.8,Long,None,-38,Late Spring,Summer,Summer,Low
broadleaf arnica,ARLA8,Arnica latifolia Bong.,Arnica latifolia,latifolia,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,None,-33,Early Summer,Summer,Summer,Medium
spearleaf arnica,ARLO6,Arnica longifolia D.C. Eaton,Arnica longifolia,longifolia,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,None,-33,Early Summer,Summer,Summer,Medium
white sagebrush,ARLU,Artemisia ludoviciana Nutt.,Artemisia ludoviciana,ludoviciana,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Moderate,3.0,Short,None,-33,Early Spring,Summer,Fall,High
whiteleaf manzanita,ARMA,Arctostaphylos manzanita Parry,Arctostaphylos manzanita,manzanita,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,8.0,Long,None,-23,Winter,Summer,Summer,Medium
thrift seapink,ARMA6,Armeria maritima (Mill.) Willd.,Armeria maritima,maritima,Dicot,Plumbaginaceae,Leadwort family,Plumbaginales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Moderate,0.9,Moderate,None,-28,Late Spring,Spring,Summer,Low
pinemat manzanita,ARNE,Arctostaphylos nevadensis A. Gray,Arctostaphylos nevadensis,nevadensis,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,2.0,Long,None,-13,Early Summer,Summer,Fall,Medium
black sagebrush,ARNO4,Artemisia nova A. Nelson,Artemisia nova,nova,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,2.0,Long,None,-23,Late Summer,Fall,Fall,High
wild sarsaparilla,ARNU2,Aralia nudicaulis L.,Aralia nudicaulis,nudicaulis,Dicot,Araliaceae,Ginseng family,Apiales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Moderate,1.5,Moderate,None,-38,Late Spring,Summer,Summer,High
greenleaf manzanita,ARPA6,Arctostaphylos patula Greene,Arctostaphylos patula,patula,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,6.0,Long,None,-28,Late Spring,Summer,Fall,Low
crested pricklypoppy,ARPO2,Argemone polyanthemos (Fedde) G.B. Ownbey,Argemone polyanthemos,polyanthemos,Dicot,Papaveraceae,Poppy family,Papaverales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Biennial, Perennial",Forb/herb,Rapid,3.0,Long,Moderate,-23,Mid Spring,Summer,Fall,High
Fendler threeawn,ARPUL,Aristida purpurea Nutt. var. longiseta (Steud.) Vasey,Aristida purpurea var. longiseta,purpurea,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,1.4,Moderate,None,-33,Early Spring,Spring,Spring,High
scabland sagebrush,ARRI2,Artemisia rigida (Nutt.) A. Gray,Artemisia rigida,rigida,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,2.0,Short,None,-43,Late Summer,Summer,Fall,High
devil's walkingstick,ARSP2,Aralia spinosa L.,Aralia spinosa,spinosa,Dicot,Araliaceae,Ginseng family,Apiales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,20,Moderate,Slight,-25,Early Summer,Summer,Fall,High
Tilesius' wormwood,ARTI,Artemisia tilesii Ledeb.,Artemisia tilesii,tilesii,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Moderate,36,Short,Moderate,-62,Summer,,,Medium
Jack in the pulpit,ARTR,Arisaema triphyllum (L.) Schott,Arisaema triphyllum,triphyllum,Monocot,Araceae,Arum family,Arales,Arecidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.5,Moderate,Slight,-18,Early Summer,Summer,Summer,Low
big sagebrush,ARTR2,Artemisia tridentata Nutt.,Artemisia tridentata,tridentata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,4.0,Long,None,-43,Mid Summer,Summer,Fall,Medium
threetip sagebrush,ARTR4,Artemisia tripartita Rydb.,Artemisia tripartita,tripartita,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,4.0,Moderate,None,-43,Late Summer,Summer,Fall,High
basin big sagebrush,ARTRT,Artemisia tridentata Nutt. ssp. tridentata,Artemisia tridentata ssp. tridentata,tridentata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,9.0,Moderate,None,-13,Late Summer,Summer,Fall,High
mountain big sagebrush,ARTRV,Artemisia tridentata Nutt. ssp. vaseyana (Rydb.) Beetle,Artemisia tridentata ssp. vaseyana,tridentata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,7.0,Long,None,-43,Fall,Fall,,Medium
Wyoming big sagebrush,ARTRW8,Artemisia tridentata Nutt. ssp. wyomingensis Beetle & Young,Artemisia tridentata ssp. wyomingensis,tridentata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,3.0,Long,None,-33,Late Summer,Fall,Fall,Medium
kinnikinnick,ARUV,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi,uva-ursi,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,0.5,Long,None,-33,Late Spring,Summer,Fall,Medium
alpine aster,ASAL3,Aster alpinus L.,Aster alpinus,alpinus,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Slow,0.3,Long,None,-28,Early Summer,Summer,Summer,Medium
Canadian milkvetch,ASCA11,Astragalus canadensis L.,Astragalus canadensis,canadensis,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,0.5,Short,Slight,-38,Mid Summer,Summer,Fall,Low
curvepod milkvetch,ASCU4,Astragalus curvicarpus (A. Heller) J.F. Macbr.,Astragalus curvicarpus,curvicarpus,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,0.4,Short,Severe,-23,Late Summer,Summer,Winter,High
basalt milkvetch,ASFI,Astragalus filipes Torr. ex A. Gray,Astragalus filipes,filipes,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,Slight,-23,Late Spring,Summer,Summer,Low
swamp milkweed,ASIN,Asclepias incarnata L.,Asclepias incarnata,incarnata,Dicot,Asclepiadaceae,Milkweed family,Gentianales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,4.9,Moderate,Moderate,-38,Fall,Spring,Fall,Medium
freckled milkvetch,ASLE8,Astragalus lentiginosus Douglas ex Hook.,Astragalus lentiginosus,lentiginosus,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Biennial, Perennial","Forb/herb, Shrub, Subshrub",Moderate,1.4,Moderate,Slight,-28,Late Spring,Summer,Summer,Medium
woolly locoweed,ASMOM5,Astragalus mollissimus Torr. var. mollissimus,Astragalus mollissimus var. mollissimus,mollissimus,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,Moderate,-28,Late Spring,Summer,Summer,Medium
woollypod milkvetch,ASPU9,Astragalus purshii Douglas ex Hook.,Astragalus purshii,purshii,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,0.6,Moderate,Slight,-33,Mid Spring,Spring,Summer,High
pawpaw,ASTR,Asimina triloba (L.) Dunal,Asimina triloba,triloba,Dicot,Annonaceae,Custard-apple family,Magnoliales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,25,Short,None,-27,Mid Spring,Spring,Summer,Medium
butterfly milkweed,ASTU,Asclepias tuberosa L.,Asclepias tuberosa,tuberosa,Dicot,Asclepiadaceae,Milkweed family,Gentianales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Slow,2.0,Moderate,None,-33,Mid Summer,Summer,Fall,Medium
fourwing saltbush,ATCA2,Atriplex canescens (Pursh) Nutt.,Atriplex canescens,canescens,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,4.0,Moderate,None,-43,Late Spring,Summer,Summer,Medium
shadscale saltbush,ATCO,Atriplex confertifolia (Torr. & Frém.) S. Watson,Atriplex confertifolia,confertifolia,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,3.0,Moderate,None,-38,Early Summer,Summer,Fall,Medium
Gardner's saltbush,ATGA,Atriplex gardneri (Moq.) D. Dietr.,Atriplex gardneri,gardneri,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,4.0,Long,None,-38,Late Summer,Fall,Fall,Medium
big saltbush,ATLE,Atriplex lentiformis (Torr.) S. Watson,Atriplex lentiformis,lentiformis,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,10,Moderate,None,7,Early Summer,Summer,Fall,High
bluegreen saltbush,ATNU,Atriplex nummularia Lindl.,Atriplex nummularia,nummularia,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,9.0,Long,None,-8,Winter,Winter,Winter,Medium
cattle saltbush,ATPO,Atriplex polycarpa (Torr.) S. Watson,Atriplex polycarpa,polycarpa,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,6.0,Moderate,None,7,Mid Summer,Winter,Winter,Medium
black mangrove,AVGE,Avicennia germinans (L.) L.,Avicennia germinans,germinans,Dicot,Verbenaceae,Verbena family,Lamiales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,30,Long,Slight,10,Indeterminate,Year Round,Year Round,High
common oat,AVSA,Avena sativa L.,Avena sativa,sativa,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Graminoid,Rapid,2.0,,None,-23,Late Spring,Summer,Summer,High
Carey's balsamroot,BACA3,Balsamorhiza careyana A. Gray,Balsamorhiza careyana,careyana,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Moderate,None,-13,Early Spring,Spring,Spring,Medium
Hooker's balsamroot,BAHO,Balsamorhiza hookeri (Hook.) Nutt.,Balsamorhiza hookeri,hookeri,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.0,Moderate,None,-18,Mid Spring,Spring,Spring,Medium
hairy balsamroot,BAHOH,Balsamorhiza hookeri (Hook.) Nutt. var. hirsuta (Nutt.) A. Nelson,Balsamorhiza hookeri var. hirsuta,hookeri,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.1,Moderate,None,-18,Mid Spring,Spring,Spring,Medium
cutleaf balsamroot,BAMA4,Balsamorhiza macrophylla Nutt.,Balsamorhiza macrophylla,macrophylla,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,None,-23,Mid Spring,Spring,Summer,Medium
coyotebrush,BAPI,Baccharis pilularis DC.,Baccharis pilularis,pilularis,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,10,Long,None,22,Late Summer,Fall,Fall,Medium
desertbroom,BASA2,Baccharis sarothroides A. Gray,Baccharis sarothroides,sarothroides,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,12,Short,Slight,28,Late Winter,Spring,Summer,High
arrowleaf balsamroot,BASA3,Balsamorhiza sagittata (Pursh) Nutt.,Balsamorhiza sagittata,sagittata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Long,None,-38,Late Spring,Spring,Summer,High
mule-fat,BASA4,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,salicifolia,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,10,Short,None,-3,Mid Spring,Summer,Fall,High
horseflyweed,BATI,Baptisia tinctoria (L.) R. Br.,Baptisia tinctoria,tinctoria,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Moderate,None,2,Mid Summer,Summer,Fall,Low
river birch,BENI,Betula nigra L.,Betula nigra,nigra,Dicot,Betulaceae,Birch family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,70,Short,None,-31,Mid Spring,Spring,Spring,High
paper birch,BEPA,Betula papyrifera Marshall,Betula papyrifera,papyrifera,Dicot,Betulaceae,Birch family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,70,Moderate,None,-62,Mid Spring,Summer,Summer,High
gray birch,BEPO,Betula populifolia Marshall,Betula populifolia,populifolia,Dicot,Betulaceae,Birch family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,25,Short,None,-35,Mid Spring,Summer,Fall,High
bearded beggarticks,BIAR,Bidens aristosa (Michx.) Britton,Bidens aristosa,aristosa,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Biennial",Forb/herb,Rapid,3.5,,None,52,Late Summer,Summer,Fall,High
